x-axis,1
second,Volt
-138.00000E-03,+62.97440E-03
-137.97396E-03,+62.97440E-03
-137.94792E-03,+62.95430E-03
-137.92188E-03,+62.92918E-03
-137.89583E-03,+62.90405E-03
-137.86979E-03,+62.85882E-03
-137.84375E-03,+62.80857E-03
-137.81771E-03,+62.73822E-03
-137.79167E-03,+62.68294E-03
-137.76563E-03,+62.59249E-03
-137.73958E-03,+62.53219E-03
-137.71354E-03,+62.44174E-03
-137.68750E-03,+62.36134E-03
-137.66146E-03,+62.26586E-03
-137.63542E-03,+62.16536E-03
-137.60938E-03,+62.06485E-03
-137.58333E-03,+61.94425E-03
-137.55729E-03,+61.81862E-03
-137.53125E-03,+61.71309E-03
-137.50521E-03,+61.59249E-03
-137.47917E-03,+61.46686E-03
-137.45313E-03,+61.36134E-03
-137.42708E-03,+61.24073E-03
-137.40104E-03,+61.13521E-03
-137.37500E-03,+61.01460E-03
-137.34896E-03,+60.88897E-03
-137.32292E-03,+60.78345E-03
-137.29688E-03,+60.68294E-03
-137.27083E-03,+60.58244E-03
-137.24479E-03,+60.48194E-03
-137.21875E-03,+60.40154E-03
-137.19271E-03,+60.32616E-03
-137.16667E-03,+60.23068E-03
-137.14063E-03,+60.17038E-03
-137.11458E-03,+60.10003E-03
-137.08854E-03,+60.04475E-03
-137.06250E-03,+59.99450E-03
-137.03646E-03,+59.94425E-03
-137.01042E-03,+59.91410E-03
-136.98438E-03,+59.84877E-03
-136.95833E-03,+59.81360E-03
-136.93229E-03,+59.78847E-03
-136.90625E-03,+59.76335E-03
-136.88021E-03,+59.73822E-03
-136.85417E-03,+59.71309E-03
-136.82813E-03,+59.68797E-03
-136.80208E-03,+59.66284E-03
-136.77604E-03,+59.63772E-03
-136.75000E-03,+59.59249E-03
-136.72396E-03,+59.54224E-03
-136.69792E-03,+59.49199E-03
-136.67188E-03,+59.42164E-03
-136.64583E-03,+59.34626E-03
-136.61979E-03,+59.27088E-03
-136.59375E-03,+59.17541E-03
-136.56771E-03,+59.05480E-03
-136.54167E-03,+58.92918E-03
-136.51563E-03,+58.80355E-03
-136.48958E-03,+58.65782E-03
-136.46354E-03,+58.50706E-03
-136.43750E-03,+58.35631E-03
-136.41146E-03,+58.18546E-03
-136.38542E-03,+58.00958E-03
-136.35938E-03,+57.83370E-03
-136.33333E-03,+57.61762E-03
-136.30729E-03,+57.41159E-03
-136.28125E-03,+57.21058E-03
-136.25521E-03,+56.96938E-03
-136.22917E-03,+56.75832E-03
-136.20313E-03,+56.51711E-03
-136.17708E-03,+56.28596E-03
-136.15104E-03,+56.03973E-03
-136.12500E-03,+55.78847E-03
-136.09896E-03,+55.55732E-03
-136.07292E-03,+55.33119E-03
-136.04688E-03,+55.08495E-03
-136.02083E-03,+54.83370E-03
-135.99479E-03,+54.58244E-03
-135.96875E-03,+54.35129E-03
-135.94271E-03,+54.12516E-03
-135.91667E-03,+53.89902E-03
-135.89063E-03,+53.69299E-03
-135.86458E-03,+53.49199E-03
-135.83854E-03,+53.27088E-03
-135.81250E-03,+53.08495E-03
-135.78646E-03,+52.90907E-03
-135.76042E-03,+52.75330E-03
-135.73438E-03,+52.60254E-03
-135.70833E-03,+52.47189E-03
-135.68229E-03,+52.34626E-03
-135.65625E-03,+52.22063E-03
-135.63021E-03,+52.09500E-03
-135.60417E-03,+52.00958E-03
-135.57813E-03,+51.91410E-03
-135.55208E-03,+51.85380E-03
-135.52604E-03,+51.82365E-03
-135.50000E-03,+51.79852E-03
-135.47396E-03,+51.79350E-03
-135.44792E-03,+51.77340E-03
-135.42188E-03,+51.78847E-03
-135.39583E-03,+51.81360E-03
-135.36979E-03,+51.85882E-03
-135.34375E-03,+51.90907E-03
-135.31771E-03,+51.97943E-03
-135.29167E-03,+52.07490E-03
-135.26563E-03,+52.19551E-03
-135.23958E-03,+52.32114E-03
-135.21354E-03,+52.44676E-03
-135.18750E-03,+52.59249E-03
-135.16146E-03,+52.76335E-03
-135.13542E-03,+52.93923E-03
-135.10938E-03,+53.11511E-03
-135.08333E-03,+53.31108E-03
-135.05729E-03,+53.49199E-03
-135.03125E-03,+53.70807E-03
-135.00521E-03,+53.91410E-03
-134.97917E-03,+54.13521E-03
-134.95313E-03,+54.36134E-03
-134.92708E-03,+54.58747E-03
-134.90104E-03,+54.81360E-03
-134.87500E-03,+55.03973E-03
-134.84896E-03,+55.24576E-03
-134.82292E-03,+55.48696E-03
-134.79687E-03,+55.69802E-03
-134.77083E-03,+55.91913E-03
-134.74479E-03,+56.14526E-03
-134.71875E-03,+56.35129E-03
-134.69271E-03,+56.55229E-03
-134.66667E-03,+56.75330E-03
-134.64062E-03,+56.95430E-03
-134.61458E-03,+57.13521E-03
-134.58854E-03,+57.31108E-03
-134.56250E-03,+57.46686E-03
-134.53646E-03,+57.61762E-03
-134.51042E-03,+57.76837E-03
-134.48437E-03,+57.89902E-03
-134.45833E-03,+58.02465E-03
-134.43229E-03,+58.13018E-03
-134.40625E-03,+58.23068E-03
-134.38021E-03,+58.31108E-03
-134.35417E-03,+58.40656E-03
-134.32812E-03,+58.48696E-03
-134.30208E-03,+58.54224E-03
-134.27604E-03,+58.59249E-03
-134.25000E-03,+58.64274E-03
-134.22396E-03,+58.69299E-03
-134.19792E-03,+58.72315E-03
-134.17187E-03,+58.78847E-03
-134.14583E-03,+58.82365E-03
-134.11979E-03,+58.88897E-03
-134.09375E-03,+58.94425E-03
-134.06771E-03,+58.99450E-03
-134.04167E-03,+59.04475E-03
-134.01562E-03,+59.11510E-03
-133.98958E-03,+59.17038E-03
-133.96354E-03,+59.24073E-03
-133.93750E-03,+59.31611E-03
-133.91146E-03,+59.41159E-03
-133.88542E-03,+59.49199E-03
-133.85937E-03,+59.58747E-03
-133.83333E-03,+59.68797E-03
-133.80729E-03,+59.78847E-03
-133.78125E-03,+59.88897E-03
-133.75521E-03,+60.00958E-03
-133.72917E-03,+60.13521E-03
-133.70312E-03,+60.26083E-03
-133.67708E-03,+60.38646E-03
-133.65104E-03,+60.51209E-03
-133.62500E-03,+60.63772E-03
-133.59896E-03,+60.76335E-03
-133.57292E-03,+60.90907E-03
-133.54687E-03,+61.03973E-03
-133.52083E-03,+61.18546E-03
-133.49479E-03,+61.31611E-03
-133.46875E-03,+61.44174E-03
-133.44271E-03,+61.56737E-03
-133.41667E-03,+61.71309E-03
-133.39062E-03,+61.84375E-03
-133.36458E-03,+61.98948E-03
-133.33854E-03,+62.12013E-03
