x-axis,1
second,Volt
-3.85938E+00,+32.30E-03
-3.84375E+00,+32.35E-03
-3.82813E+00,+37.37E-03
-3.81250E+00,+38.28E-03
-3.79688E+00,+31.24E-03
-3.78125E+00,+31.34E-03
-3.76563E+00,+34.86E-03
-3.75000E+00,+48.98E-03
-3.73438E+00,+48.63E-03
-3.71875E+00,+51.99E-03
-3.70313E+00,+49.48E-03
-3.68750E+00,+45.16E-03
-3.67188E+00,+33.40E-03
-3.65625E+00,+40.54E-03
-3.64063E+00,+51.04E-03
-3.62500E+00,+42.60E-03
-3.60938E+00,+47.77E-03
-3.59375E+00,+38.38E-03
-3.57813E+00,+37.97E-03
-3.56250E+00,+56.92E-03
-3.54688E+00,+56.27E-03
-3.53125E+00,+38.98E-03
-3.51563E+00,+29.88E-03
-3.50000E+00,+45.01E-03
-3.48438E+00,+35.86E-03
-3.46875E+00,+44.71E-03
-3.45313E+00,+38.93E-03
-3.43750E+00,+31.94E-03
-3.42188E+00,+29.38E-03
-3.40625E+00,+35.76E-03
-3.39063E+00,+38.63E-03
-3.37500E+00,+50.74E-03
-3.35938E+00,+46.27E-03
-3.34375E+00,+32.80E-03
-3.32813E+00,+44.81E-03
-3.31250E+00,+48.33E-03
-3.29688E+00,+42.14E-03
-3.28125E+00,+41.04E-03
-3.26563E+00,+36.72E-03
-3.25000E+00,+45.16E-03
-3.23438E+00,+45.46E-03
-3.21875E+00,+49.03E-03
-3.20313E+00,+41.39E-03
-3.18750E+00,+27.52E-03
-3.17188E+00,+40.69E-03
-3.15625E+00,+49.78E-03
-3.14063E+00,+47.22E-03
-3.12500E+00,+40.29E-03
-3.10938E+00,+35.66E-03
-3.09375E+00,+41.09E-03
-3.07813E+00,+39.68E-03
-3.06250E+00,+35.86E-03
-3.04688E+00,+34.81E-03
-3.03125E+00,+37.37E-03
-3.01563E+00,+33.10E-03
-3.00000E+00,+29.03E-03
-2.98438E+00,+38.53E-03
-2.96875E+00,+38.07E-03
-2.95313E+00,+36.77E-03
-2.93750E+00,+35.56E-03
-2.92188E+00,+30.24E-03
-2.90625E+00,+31.84E-03
-2.89063E+00,+36.87E-03
-2.87500E+00,+37.17E-03
-2.85938E+00,+36.42E-03
-2.84375E+00,+38.83E-03
-2.82813E+00,+33.35E-03
-2.81250E+00,+28.48E-03
-2.79688E+00,+27.37E-03
-2.78125E+00,+37.37E-03
-2.76563E+00,+47.02E-03
-2.75000E+00,+35.76E-03
-2.73438E+00,+42.14E-03
-2.71875E+00,+34.46E-03
-2.70313E+00,+30.34E-03
-2.68750E+00,+26.57E-03
-2.67188E+00,+28.38E-03
-2.65625E+00,+33.55E-03
-2.64063E+00,+38.83E-03
-2.62500E+00,+40.44E-03
-2.60938E+00,+41.34E-03
-2.59375E+00,+35.91E-03
-2.57813E+00,+38.78E-03
-2.56250E+00,+40.13E-03
-2.54688E+00,+41.14E-03
-2.53125E+00,+44.00E-03
-2.51563E+00,+45.01E-03
-2.50000E+00,+42.40E-03
-2.48438E+00,+35.91E-03
-2.46875E+00,+37.77E-03
-2.45313E+00,+29.63E-03
-2.43750E+00,+48.17E-03
-2.42188E+00,+39.38E-03
-2.40625E+00,+30.54E-03
-2.39063E+00,+45.81E-03
-2.37500E+00,+35.11E-03
-2.35938E+00,+27.82E-03
-2.34375E+00,+37.77E-03
-2.32813E+00,+41.14E-03
-2.31250E+00,+32.65E-03
-2.29688E+00,+28.17E-03
-2.28125E+00,+30.39E-03
-2.26563E+00,+25.96E-03
-2.25000E+00,+32.50E-03
-2.23438E+00,+47.62E-03
-2.21875E+00,+51.14E-03
-2.20313E+00,+49.63E-03
-2.18750E+00,+36.82E-03
-2.17188E+00,+29.28E-03
-2.15625E+00,+33.15E-03
-2.14063E+00,+36.67E-03
-2.12500E+00,+33.20E-03
-2.10938E+00,+46.16E-03
-2.09375E+00,+38.78E-03
-2.07813E+00,+27.22E-03
-2.06250E+00,+29.78E-03
-2.04688E+00,+35.11E-03
-2.03125E+00,+39.58E-03
-2.01563E+00,+53.35E-03
-2.00000E+00,+36.06E-03
-1.98438E+00,+32.90E-03
-1.96875E+00,+36.37E-03
-1.95313E+00,+37.12E-03
-1.93750E+00,+50.59E-03
-1.92188E+00,+41.54E-03
-1.90625E+00,+45.56E-03
-1.89063E+00,+28.63E-03
-1.87500E+00,+34.56E-03
-1.85938E+00,+32.40E-03
-1.84375E+00,+28.53E-03
-1.82813E+00,+34.66E-03
-1.81250E+00,+33.05E-03
-1.79688E+00,+26.06E-03
-1.78125E+00,+27.27E-03
-1.76563E+00,+37.87E-03
-1.75000E+00,+35.96E-03
-1.73438E+00,+41.09E-03
-1.71875E+00,+30.54E-03
-1.70313E+00,+46.52E-03
-1.68750E+00,+44.05E-03
-1.67188E+00,+33.65E-03
-1.65625E+00,+42.35E-03
-1.64063E+00,+33.85E-03
-1.62500E+00,+33.35E-03
-1.60938E+00,+41.24E-03
-1.59375E+00,+27.27E-03
-1.57813E+00,+39.98E-03
-1.56250E+00,+42.14E-03
-1.54688E+00,+53.20E-03
-1.53125E+00,+39.98E-03
-1.51563E+00,+30.84E-03
-1.50000E+00,+48.68E-03
-1.48438E+00,+48.63E-03
-1.46875E+00,+55.46E-03
-1.45313E+00,+36.72E-03
-1.43750E+00,+39.68E-03
-1.42188E+00,+42.80E-03
-1.40625E+00,+35.46E-03
-1.39063E+00,+30.74E-03
-1.37500E+00,+29.03E-03
-1.35938E+00,+38.38E-03
-1.34375E+00,+46.77E-03
-1.32813E+00,+36.16E-03
-1.31250E+00,+48.07E-03
-1.29688E+00,+54.26E-03
-1.28125E+00,+31.19E-03
-1.26563E+00,+31.24E-03
-1.25000E+00,+39.63E-03
-1.23438E+00,+41.04E-03
-1.21875E+00,+43.40E-03
-1.20313E+00,+37.87E-03
-1.18750E+00,+33.60E-03
-1.17188E+00,+39.48E-03
-1.15625E+00,+52.80E-03
-1.14063E+00,+41.84E-03
-1.12500E+00,+35.81E-03
-1.10938E+00,+43.90E-03
-1.09375E+00,+48.73E-03
-1.07813E+00,+48.88E-03
-1.06250E+00,+40.24E-03
-1.04688E+00,+32.40E-03
-1.03125E+00,+31.84E-03
-1.01563E+00,+31.19E-03
-1.00000E+00,+43.50E-03
-984.38E-03,+51.04E-03
-968.75E-03,+52.09E-03
-953.13E-03,+54.15E-03
-937.50E-03,+40.13E-03
-921.88E-03,+34.96E-03
-906.25E-03,+30.18E-03
-890.63E-03,+43.70E-03
-875.00E-03,+35.31E-03
-859.38E-03,+34.76E-03
-843.75E-03,+32.30E-03
-828.13E-03,+35.21E-03
-812.50E-03,+26.42E-03
-796.88E-03,+30.64E-03
-781.25E-03,+41.84E-03
-765.63E-03,+44.10E-03
-750.00E-03,+39.03E-03
-734.38E-03,+37.67E-03
-718.75E-03,+48.43E-03
-703.13E-03,+43.40E-03
-687.50E-03,+32.65E-03
-671.88E-03,+37.72E-03
-656.25E-03,+29.63E-03
-640.63E-03,+33.65E-03
-625.00E-03,+30.84E-03
-609.38E-03,+37.32E-03
-593.75E-03,+31.04E-03
-578.13E-03,+39.68E-03
-562.50E-03,+33.45E-03
-546.88E-03,+39.03E-03
-531.25E-03,+34.10E-03
-515.63E-03,+41.64E-03
-500.00E-03,+37.47E-03
-484.38E-03,+37.92E-03
-468.75E-03,+42.09E-03
-453.13E-03,+41.54E-03
-437.50E-03,+47.27E-03
-421.88E-03,+36.16E-03
-406.25E-03,+39.43E-03
-390.63E-03,+35.61E-03
-375.00E-03,+38.63E-03
-359.38E-03,+42.04E-03
-343.75E-03,+37.82E-03
-328.13E-03,+39.18E-03
-312.50E-03,+40.84E-03
-296.88E-03,+40.24E-03
-281.25E-03,+38.28E-03
-265.63E-03,+37.67E-03
-250.00E-03,+36.87E-03
-234.38E-03,+38.68E-03
-218.75E-03,+34.91E-03
-203.13E-03,+44.36E-03
-187.50E-03,+43.70E-03
-171.88E-03,+44.86E-03
-156.25E-03,+47.07E-03
-140.63E-03,+48.78E-03
-125.00E-03,+45.91E-03
-109.38E-03,+50.24E-03
-93.75E-03,+44.66E-03
-78.13E-03,+50.18E-03
-62.50E-03,+39.53E-03
-46.88E-03,+57.77E-03
-31.25E-03,+54.46E-03
-15.63E-03,+46.92E-03
