x-axis,1
second,Volt
-100.00000E-03,+450.71498E-03
-99.97396E-03,+451.59438E-03
-99.94792E-03,+452.47377E-03
-99.92188E-03,+453.35317E-03
-99.89583E-03,+454.23257E-03
-99.86979E-03,+455.23759E-03
-99.84375E-03,+456.11699E-03
-99.81771E-03,+456.99639E-03
-99.79167E-03,+457.87578E-03
-99.76563E-03,+458.75518E-03
-99.73958E-03,+459.76021E-03
-99.71354E-03,+460.51397E-03
-99.68750E-03,+461.51900E-03
-99.66146E-03,+462.39840E-03
-99.63542E-03,+463.27779E-03
-99.60937E-03,+464.28282E-03
-99.58333E-03,+465.16222E-03
-99.55729E-03,+466.16724E-03
-99.53125E-03,+467.04664E-03
-99.50521E-03,+467.92603E-03
-99.47917E-03,+468.80543E-03
-99.45312E-03,+469.81046E-03
-99.42708E-03,+470.81548E-03
-99.40104E-03,+471.69488E-03
-99.37500E-03,+472.82553E-03
-99.34896E-03,+473.83056E-03
-99.32292E-03,+474.83558E-03
-99.29687E-03,+475.96624E-03
-99.27083E-03,+476.97126E-03
-99.24479E-03,+477.97629E-03
-99.21875E-03,+478.85568E-03
-99.19271E-03,+479.86071E-03
-99.16667E-03,+480.99136E-03
-99.14062E-03,+481.99639E-03
-99.11458E-03,+483.00141E-03
-99.08854E-03,+484.00644E-03
-99.06250E-03,+485.13709E-03
-99.03646E-03,+486.01649E-03
-99.01042E-03,+487.02151E-03
-98.98437E-03,+488.02654E-03
-98.95833E-03,+489.03156E-03
-98.93229E-03,+490.03659E-03
-98.90625E-03,+491.04161E-03
-98.88021E-03,+492.04664E-03
-98.85417E-03,+493.05166E-03
-98.82812E-03,+494.05669E-03
-98.80208E-03,+494.93608E-03
-98.77604E-03,+495.81548E-03
-98.75000E-03,+496.82051E-03
-98.72396E-03,+497.82553E-03
-98.69792E-03,+498.83056E-03
-98.67187E-03,+499.70995E-03
-98.64583E-03,+500.71498E-03
-98.61979E-03,+501.59438E-03
-98.59375E-03,+502.59940E-03
-98.56771E-03,+503.60443E-03
-98.54167E-03,+504.48382E-03
-98.51562E-03,+505.48885E-03
-98.48958E-03,+506.49387E-03
-98.46354E-03,+507.49890E-03
-98.43750E-03,+508.37830E-03
-98.41146E-03,+509.38332E-03
-98.38542E-03,+510.26272E-03
-98.35937E-03,+511.14211E-03
-98.33333E-03,+512.14714E-03
-98.30729E-03,+513.15216E-03
-98.28125E-03,+514.03156E-03
-98.25521E-03,+515.16221E-03
-98.22917E-03,+516.16724E-03
-98.20312E-03,+517.17227E-03
-98.17708E-03,+518.17729E-03
-98.15104E-03,+519.05669E-03
-98.12500E-03,+520.06171E-03
-98.09896E-03,+520.94111E-03
-98.07292E-03,+521.94613E-03
-98.04687E-03,+522.95116E-03
-98.02083E-03,+524.08181E-03
-97.99479E-03,+524.96121E-03
-97.96875E-03,+525.96623E-03
-97.94271E-03,+526.97126E-03
-97.91667E-03,+527.97629E-03
-97.89062E-03,+528.98131E-03
-97.86458E-03,+529.86071E-03
-97.83854E-03,+530.86573E-03
-97.81250E-03,+531.74513E-03
-97.78646E-03,+532.75015E-03
-97.76042E-03,+533.75518E-03
-97.73437E-03,+534.76020E-03
-97.70833E-03,+535.51397E-03
-97.68229E-03,+536.51900E-03
-97.65625E-03,+537.27277E-03
-97.63021E-03,+538.15216E-03
-97.60417E-03,+539.03156E-03
-97.57812E-03,+539.91096E-03
-97.55208E-03,+540.66473E-03
-97.52604E-03,+541.54412E-03
-97.50000E-03,+542.42352E-03
-97.47396E-03,+543.17729E-03
-97.44792E-03,+543.93106E-03
-97.42187E-03,+544.68483E-03
-97.39583E-03,+545.43860E-03
-97.36979E-03,+546.19237E-03
-97.34375E-03,+546.94613E-03
-97.31771E-03,+547.69990E-03
-97.29167E-03,+548.32804E-03
-97.26562E-03,+549.08181E-03
-97.23958E-03,+549.70995E-03
-97.21354E-03,+550.33809E-03
-97.18750E-03,+550.96623E-03
-97.16146E-03,+551.59438E-03
-97.13542E-03,+552.09689E-03
-97.10937E-03,+552.72503E-03
-97.08333E-03,+553.10191E-03
-97.05729E-03,+553.73005E-03
-97.03125E-03,+554.23257E-03
-97.00521E-03,+554.86071E-03
-96.97917E-03,+555.23759E-03
-96.95312E-03,+555.74010E-03
-96.92708E-03,+556.11699E-03
-96.90104E-03,+556.61950E-03
-96.87500E-03,+556.99639E-03
-96.84896E-03,+557.49890E-03
-96.82292E-03,+557.87578E-03
-96.79687E-03,+558.12704E-03
-96.77083E-03,+558.50392E-03
-96.74479E-03,+558.88081E-03
-96.71875E-03,+559.13206E-03
-96.69271E-03,+559.38332E-03
-96.66667E-03,+559.63458E-03
-96.64062E-03,+559.88583E-03
-96.61458E-03,+560.13709E-03
-96.58854E-03,+560.26272E-03
-96.56250E-03,+560.51397E-03
-96.53646E-03,+560.63960E-03
-96.51042E-03,+560.76523E-03
-96.48437E-03,+560.89086E-03
-96.45833E-03,+561.01649E-03
-96.43229E-03,+561.14211E-03
-96.40625E-03,+561.26774E-03
-96.38021E-03,+561.26774E-03
-96.35417E-03,+561.39337E-03
-96.32812E-03,+561.39337E-03
-96.30208E-03,+561.51900E-03
-96.27604E-03,+561.51900E-03
-96.25000E-03,+561.51900E-03
-96.22396E-03,+561.39337E-03
-96.19792E-03,+561.39337E-03
-96.17187E-03,+561.39337E-03
-96.14583E-03,+561.39337E-03
-96.11979E-03,+561.26774E-03
-96.09375E-03,+561.26774E-03
-96.06771E-03,+561.14211E-03
-96.04167E-03,+561.14211E-03
-96.01562E-03,+561.01649E-03
-95.98958E-03,+560.89086E-03
-95.96354E-03,+560.89086E-03
-95.93750E-03,+560.76523E-03
-95.91146E-03,+560.51397E-03
-95.88542E-03,+560.38834E-03
-95.85937E-03,+560.38834E-03
-95.83333E-03,+560.13709E-03
-95.80729E-03,+560.01146E-03
-95.78125E-03,+559.88583E-03
-95.75521E-03,+559.76020E-03
-95.72917E-03,+559.50895E-03
-95.70312E-03,+559.38332E-03
-95.67708E-03,+559.25769E-03
-95.65104E-03,+559.00644E-03
-95.62500E-03,+558.75518E-03
-95.59896E-03,+558.62955E-03
-95.57292E-03,+558.37829E-03
-95.54687E-03,+558.12704E-03
-95.52083E-03,+558.00141E-03
-95.49479E-03,+557.75015E-03
-95.46875E-03,+557.49890E-03
-95.44271E-03,+557.24764E-03
-95.41667E-03,+557.12201E-03
-95.39062E-03,+556.74513E-03
-95.36458E-03,+556.61950E-03
-95.33854E-03,+556.36824E-03
